city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality
Antwerp,Belgium,18.97,79.03,9.48,4.21,4.21,3.32,2.72,2.48,1.08,2.07,2.69,3.29,9.14,8.66,14.52,2.50,1.75,2.94,2.77,1.69,1.39,1.15,1.05,7.38,1.91,1.97,8.06,2.63,51.63,5.27,2.11,36.88,2.01,26343.63,26868.75,208.83,0.22,52.69,44.78,24.37,12.64,442.57,16859.92,97.18,46.83,87.23,120.52,854.46,704.25,1369.87,1091.80,3273.20,2581.68,2510.02,1.78,1.00
Ryazan,Russia,8.00,35.20,5.60,2.40,3.20,1.96,1.34,0.48,1.23,0.67,1.88,1.79,9.90,5.38,10.61,1.50,1.34,1.52,2.32,0.87,0.63,1.12,0.68,8.00,0.99,2.30,3.04,0.40,22.56,2.80,0.44,5.76,0.80,67200.01,41020.01,120.86,0.03,8.50,57.33,19.12,5.60,348.00,5760.00,84.00,56.53,117.33,96.00,304.00,220.80,624.00,380.00,1685.19,1178.57,544.00,9.90,1.00
Ibague,Colombia,2.10,14.69,3.99,0.63,1.15,0.73,0.45,0.26,0.76,0.93,0.67,1.21,3.30,2.54,4.51,1.56,0.48,0.42,0.70,0.74,0.94,0.37,0.51,3.99,0.49,0.69,nan,0.46,20.56,1.13,0.90,3.15,0.67,13112.45,17308.43,28.68,0.03,12.59,13.64,4.20,2.10,20.98,1049.00,20.56,12.59,41.96,18.88,73.43,nan,178.33,nan,524.50,629.40,204.55,15.00,0.00
Lyon,France,15.81,63.22,10.54,6.85,5.80,2.95,2.78,1.53,0.96,1.58,1.78,3.56,18.79,15.19,19.18,2.98,2.35,3.34,4.03,2.02,1.67,1.04,0.99,6.32,2.49,2.28,11.06,2.00,69.76,5.27,1.63,30.98,2.10,31973.26,21352.39,184.48,0.13,38.89,36.27,18.44,13.12,421.50,11327.76,84.83,34.91,93.08,122.50,837.07,608.60,1640.83,1111.70,5701.93,4149.12,2714.26,1.57,1.00
Kerman,Iran,4.96,23.70,4.13,1.19,1.37,2.41,0.84,0.39,1.33,1.04,4.26,1.96,8.15,3.21,17.31,1.24,1.30,0.94,1.08,0.71,0.67,0.70,0.63,0.70,0.68,0.90,3.10,0.46,10.00,0.45,0.48,2.25,0.53,59000.00,50000.00,15.00,0.03,22.00,35.47,11.42,5.34,145.63,1331.26,55.81,30.31,285.00,80.83,319.38,290.63,928.34,726.25,3202.85,1783.34,461.00,18.50,0.00
Astrakhan,Russia,6.40,19.20,5.60,1.60,2.40,2.40,1.28,0.48,1.24,0.54,1.20,1.42,7.28,nan,nan,1.92,1.66,1.92,1.28,1.06,nan,nan,0.56,6.40,0.87,1.92,1.92,0.48,nan,1.44,nan,nan,0.84,nan,nan,61.82,nan,5.60,25.60,nan,4.00,nan,nan,nan,nan,nan,nan,320.00,nan,560.00,nan,nan,nan,305.17,11.83,0.00
Naberezhnyye Chelny,Russia,8.00,37.60,4.80,1.28,2.40,1.44,0.95,0.40,1.07,0.68,1.28,1.60,8.00,4.41,8.98,1.04,1.28,1.20,2.10,0.68,0.36,1.28,0.60,7.20,1.11,2.21,2.40,0.43,13.60,1.60,0.28,4.80,0.78,40928.01,38194.18,122.75,0.03,6.51,45.33,24.00,4.80,293.33,8640.00,55.17,58.00,96.00,91.87,304.00,213.33,586.67,453.33,1306.67,1120.00,656.00,9.28,0.00
Ardabil,Iran,4.15,19.00,5.95,1.00,0.75,1.11,0.50,0.35,0.83,0.65,2.78,1.13,7.52,4.03,12.03,1.54,1.58,1.67,1.13,1.06,0.87,1.25,0.54,0.85,0.61,1.68,1.50,0.95,0.00,0.71,0.19,3.55,0.47,nan,120000.00,31.69,0.02,18.20,34.93,2.85,4.14,70.84,354.19,38.22,70.90,183.86,81.28,507.98,473.63,737.30,651.07,2355.60,1556.97,389.24,19.80,0.00
Agartala,India,3.07,8.60,4.30,3.07,4.30,1.11,0.49,0.16,0.80,0.49,0.67,0.93,7.95,3.77,5.57,4.24,0.74,0.98,0.60,0.22,0.60,0.98,0.23,12.28,2.11,2.33,3.38,0.18,4.91,0.61,0.21,1.54,1.28,18422.64,42986.16,12.28,0.01,5.53,12.28,5.53,2.76,34.66,982.54,24.56,30.70,49.13,22.11,116.68,61.41,233.35,128.96,462.70,330.50,307.04,13.85,0.00
Bikaner,India,2.15,9.21,2.61,1.54,5.10,1.21,0.43,0.15,0.56,0.44,0.74,1.62,4.30,6.14,3.68,1.27,0.45,0.68,0.41,0.29,0.41,0.37,0.37,4.30,2.01,4.30,3.68,nan,4.91,0.25,0.25,0.74,1.38,9211.32,11053.58,27.02,0.01,9.83,15.35,1.84,3.99,14.74,nan,22.72,25.79,33.77,35.62,67.55,55.27,307.04,245.64,614.09,466.71,429.86,8.83,0.00
Ndola,Zambia,3.00,18.37,3.17,1.22,1.50,1.81,0.88,0.47,1.34,0.95,2.00,1.73,9.11,4.18,5.30,2.48,1.49,2.51,1.16,1.23,1.59,1.22,0.98,4.90,0.99,1.26,2.66,nan,nan,3.00,0.62,9.19,1.36,8593.28,6444.46,140.69,0.07,103.74,nan,nan,2.00,171.24,14061.39,12.66,31.12,90.18,105.64,nan,nan,nan,nan,nan,nan,nan,26.00,0.00
Himeji,Japan,7.45,37.23,5.21,2.98,3.72,2.65,1.03,0.78,1.51,1.37,3.72,1.81,15.49,9.06,18.61,6.20,2.29,3.72,6.33,4.09,2.23,1.12,0.81,6.70,1.92,1.69,3.72,4.47,223.36,3.35,3.35,22.34,0.93,18612.96,22335.55,148.90,0.24,31.57,29.78,nan,11.17,595.61,14890.37,30.53,26.80,40.95,67.01,893.42,595.61,3350.33,2233.56,nan,nan,2478.82,2.90,0.00
Villavicencio,Colombia,1.68,11.54,3.78,0.63,1.57,1.42,0.52,0.50,0.76,1.10,0.53,1.26,3.25,3.36,4.83,1.79,0.78,1.05,0.84,0.46,0.73,0.58,0.65,3.57,0.74,1.31,1.57,0.42,27.37,1.13,1.11,4.20,0.51,9231.16,14685.94,33.62,0.06,20.97,15.73,nan,1.78,41.96,1258.80,53.50,46.16,58.74,52.45,209.80,125.88,325.19,nan,nan,nan,335.68,12.00,0.00
Bac Ninh,Vietnam,1.91,12.24,3.26,nan,1.22,1.43,0.49,0.37,1.22,0.82,0.82,1.22,48.95,6.12,8.16,1.22,0.82,1.63,0.41,0.82,1.02,0.61,0.49,6.12,0.61,2.04,0.49,nan,nan,0.41,0.45,1.22,0.82,36715.96,30596.63,nan,nan,12.24,nan,nan,8.16,81.59,10198.88,40.80,61.19,122.39,81.59,285.57,163.18,611.93,367.16,815.91,489.55,nan,8.50,0.00
Ciudad Apodaca,Mexico,8.77,28.36,10.31,1.55,1.55,0.77,0.64,0.41,1.96,2.58,1.03,1.77,3.61,4.95,3.09,3.09,1.55,2.06,1.13,1.55,1.55,0.62,0.77,10.31,1.03,1.55,2.97,0.62,nan,1.03,nan,nan,1.13,nan,nan,51.57,0.04,28.36,25.78,25.78,3.61,nan,nan,64.44,nan,92.82,97.98,257.84,360.98,618.83,773.53,499.58,832.63,670.40,12.00,0.00
Sheffield,United Kingdom,13.53,61.50,8.20,4.92,4.77,3.53,1.59,1.15,1.27,1.16,1.23,2.56,6.99,6.81,11.69,2.44,1.19,1.75,2.01,1.03,1.03,1.03,1.32,8.61,2.32,3.08,14.76,2.71,90.91,3.69,1.22,17.71,1.95,27060.00,27060.00,233.67,0.16,34.85,35.42,13.12,11.92,1141.85,14145.00,82.41,31.28,86.10,72.26,837.08,682.04,1735.84,1256.36,5939.88,5509.38,2265.71,3.79,1.00
Penza,Russia,7.20,36.00,7.20,2.72,1.60,2.19,0.83,0.31,1.13,0.61,1.92,1.90,9.47,5.08,9.12,1.68,1.42,1.84,3.52,0.91,0.64,2.11,0.51,9.60,1.06,1.86,3.20,0.51,nan,2.40,nan,3.20,0.82,nan,16000.00,110.41,0.04,9.20,29.33,7.20,4.40,nan,nan,152.00,50.65,131.57,200.00,320.00,197.33,533.33,320.00,1600.00,639.05,522.04,9.25,0.00
Port Said,Egypt,3.26,16.28,3.26,1.63,1.83,1.15,0.23,0.15,0.66,0.35,0.58,1.12,3.28,3.96,7.33,0.98,0.55,0.38,0.31,0.34,0.27,0.16,0.22,8.14,1.29,1.99,1.83,0.11,16.28,0.41,0.14,1.02,0.37,20348.95,18449.71,26.53,0.01,9.77,15.60,11.19,2.44,89.99,1424.43,23.06,30.52,72.24,48.65,189.92,122.09,393.41,250.97,737.65,462.94,149.23,10.87,0.00
Arak,Iran,3.00,17.00,3.00,0.85,1.00,1.03,0.40,0.33,0.65,0.73,2.76,0.87,1.82,2.18,5.81,0.73,1.21,0.73,0.36,0.29,0.25,0.25,0.20,1.00,0.49,1.27,1.25,0.73,14.52,0.36,0.40,1.45,0.36,43568.87,43568.87,33.01,0.01,19.17,10.89,7.26,3.56,69.97,1179.59,10.89,40.84,144.17,61.41,218.92,108.92,363.07,355.95,1550.58,589.32,245.08,19.00,0.00
Mesa,United States,13.00,70.00,7.50,5.00,6.00,5.43,3.06,1.51,0.76,2.37,4.78,3.66,9.82,19.83,14.38,5.10,2.22,4.55,4.93,3.12,3.12,1.43,1.94,10.00,3.33,3.40,8.55,2.00,64.00,2.99,1.46,28.00,1.39,25795.00,23137.50,177.33,0.10,76.50,20.86,8.00,11.00,987.50,7276.00,48.00,36.74,68.12,91.88,1606.17,1362.00,2480.00,2359.33,8072.93,1991.32,4644.44,5.43,1.00
Pohang,South Korea,5.38,25.35,6.41,1.92,2.88,3.17,1.23,0.59,2.00,1.92,3.53,2.86,24.84,11.52,19.46,5.76,2.82,2.69,2.41,1.15,1.92,2.65,0.82,6.15,1.73,1.92,3.46,0.92,nan,2.54,0.46,nan,1.15,38411.52,23046.91,98.44,0.19,25.77,nan,nan,6.91,507.03,nan,36.49,22.66,61.46,nan,268.88,172.85,1331.60,409.72,nan,2332.86,2304.69,nan,0.00
Liverpool,United Kingdom,18.45,79.95,7.38,5.63,4.80,3.65,1.68,1.04,1.10,1.18,1.81,2.44,8.49,6.82,10.18,2.54,1.37,2.48,2.93,1.33,1.15,0.95,1.28,8.61,2.29,2.53,14.76,3.01,85.57,3.20,1.14,14.76,1.91,29520.00,28838.38,214.48,0.26,37.18,34.64,14.76,12.30,1175.53,8421.40,68.33,41.55,83.73,73.55,920.10,680.60,1796.68,1101.88,4840.93,2362.69,2263.40,3.42,1.00
Meknes,Morocco,1.13,9.44,5.67,2.36,1.89,1.64,0.52,0.33,0.62,0.63,0.83,1.16,6.33,3.66,6.49,1.23,0.90,0.52,0.59,0.50,0.52,0.31,0.57,5.67,1.70,2.36,3.31,0.38,9.44,0.66,0.66,7.18,1.14,17944.84,14166.98,25.58,0.09,36.05,37.78,22.04,4.25,99.17,7108.68,23.75,28.33,51.16,34.63,200.70,114.91,330.56,185.12,1228.68,290.42,276.26,6.50,0.00
Nuremberg,Germany,10.54,52.69,8.43,3.69,4.21,3.14,2.96,3.11,0.98,1.60,1.88,2.69,13.42,7.52,12.63,2.44,1.68,2.17,1.51,1.37,1.10,1.10,0.55,4.74,0.73,1.38,7.64,2.95,84.30,3.69,1.90,27.40,2.29,24201.37,26132.88,236.07,0.12,34.94,29.50,23.58,12.64,364.60,13501.11,85.94,46.10,84.53,123.68,713.91,493.50,1440.12,978.07,6023.49,4441.65,2992.03,1.97,1.00
Surrey,Canada,13.34,59.29,7.41,5.10,5.56,3.90,1.63,1.35,1.74,1.98,3.64,2.95,11.36,12.20,11.22,2.77,1.16,2.27,2.57,1.49,2.54,2.01,2.19,13.33,2.12,3.80,13.34,2.43,88.94,2.48,1.46,26.26,1.56,18528.74,17682.60,168.08,0.27,67.17,31.76,24.09,11.49,907.91,2594.02,43.94,35.11,80.74,105.00,1255.84,1020.77,2390.21,1741.70,9041.36,5584.37,3800.35,5.32,1.00
Utsunomiya,Japan,8.19,28.66,6.33,2.61,3.72,2.61,1.49,1.40,1.23,1.71,3.72,0.97,44.67,8.93,11.91,3.35,1.41,4.47,2.23,2.23,2.83,0.74,0.74,5.96,3.72,2.61,2.98,2.08,44.67,5.81,3.61,44.67,1.14,19357.48,16081.60,223.36,0.74,29.78,74.45,14.89,10.42,223.36,17868.44,33.50,29.78,44.67,89.34,446.71,297.81,818.97,558.39,52116.29,22335.55,2680.27,1.67,0.00
Suez,Egypt,2.85,12.21,3.26,1.32,2.03,1.08,0.24,0.13,0.59,0.61,0.54,1.16,2.48,3.31,5.90,0.51,0.57,0.49,0.41,0.39,0.23,0.27,0.19,16.28,1.28,2.85,2.44,0.09,6.19,0.41,0.18,1.42,0.34,18721.03,16279.16,29.55,0.01,13.13,18.31,4.68,2.24,23.97,1719.49,23.06,52.91,73.26,43.41,52.91,28.49,149.23,85.47,474.81,291.67,196.71,13.50,0.00
Ujjain,India,3.68,7.98,4.91,1.78,3.38,0.74,0.25,0.12,0.68,0.39,0.82,0.99,4.20,3.99,4.09,2.15,0.45,0.61,0.49,0.31,0.37,1.54,0.32,6.14,1.47,nan,3.50,0.49,7.37,0.25,0.37,nan,1.34,9825.41,14738.11,14.74,0.01,7.98,6.14,6.14,2.76,13.51,491.27,15.56,24.56,36.83,36.83,79.83,46.06,245.64,153.52,nan,nan,491.27,8.60,0.00
Santa Marta,Colombia,3.15,17.83,4.20,0.59,1.47,1.26,0.58,0.42,0.57,0.60,0.69,1.24,3.18,2.45,4.69,1.81,0.65,0.67,1.08,0.58,0.84,0.65,0.49,9.44,0.72,0.97,2.10,0.46,21.76,1.53,1.26,4.55,0.51,17516.13,16028.66,87.14,0.03,27.67,16.61,2.52,3.36,71.51,2162.12,39.60,33.13,66.26,86.28,239.67,146.86,516.75,220.29,1380.13,715.09,219.89,9.00,0.00
Joinvile,Brazil,5.27,26.82,5.75,2.11,3.83,1.80,1.00,0.63,0.83,1.29,0.95,1.92,7.79,3.30,7.15,1.09,0.72,0.69,1.25,0.67,0.61,0.57,0.62,7.66,1.06,3.02,2.30,0.96,45.98,1.15,0.96,8.43,1.27,22991.15,22272.68,79.22,0.38,23.21,20.75,21.08,5.75,242.68,5351.83,41.11,44.94,48.38,57.96,258.65,186.80,440.66,360.19,1045.65,920.09,313.25,10.11,1.00
Hai Duong,Vietnam,nan,nan,nan,nan,nan,nan,nan,nan,1.22,0.82,0.82,1.22,48.95,6.12,8.16,1.22,0.82,1.63,0.41,0.82,1.02,0.61,0.49,6.12,0.61,2.04,0.49,nan,nan,0.41,0.45,1.22,0.82,36715.96,30596.63,nan,nan,12.24,nan,nan,8.16,81.59,10198.88,40.80,61.19,122.39,81.59,nan,nan,nan,nan,nan,nan,nan,8.50,0.00
Maturin,Venezuela,8.00,30.00,10.25,1.25,2.25,1.25,1.00,1.43,1.90,1.00,nan,2.85,3.00,5.25,3.00,nan,0.90,1.00,3.00,nan,3.00,2.00,nan,nan,0.80,nan,nan,nan,nan,5.00,5.00,nan,0.50,nan,30000.00,10.00,nan,60.00,30.00,10.00,5.00,30.00,nan,80.00,50.00,70.00,120.00,100.00,120.00,250.00,300.00,nan,nan,260.00,15.60,0.00
Carrefour,Haiti,15.00,nan,nan,nan,nan,nan,nan,nan,2.00,1.45,3.93,3.00,6.00,nan,nan,nan,nan,4.00,4.00,4.00,nan,nan,nan,8.00,1.00,1.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Ulhasnagar,India,1.23,4.91,1.84,2.46,3.07,0.74,0.36,0.14,0.68,0.34,0.60,0.91,3.21,2.39,3.68,2.03,0.57,0.86,0.45,0.33,0.39,0.18,0.35,9.21,1.39,2.17,4.30,nan,nan,0.33,0.25,0.74,1.32,9825.41,20878.99,13.51,0.01,3.68,18.42,nan,3.07,36.85,1148.34,22.38,19.45,33.77,24.56,nan,nan,nan,nan,nan,nan,429.86,8.05,0.00
Lipetsk,Russia,6.40,36.00,4.00,1.20,2.40,1.60,0.83,0.68,1.05,0.64,1.72,1.46,9.44,5.06,10.00,1.62,1.50,1.69,2.68,0.58,0.59,1.54,0.54,8.00,0.88,2.14,2.80,0.43,nan,1.60,0.40,1.92,0.79,36000.01,31200.00,116.73,0.07,8.20,45.33,nan,4.16,192.00,2880.00,96.00,52.00,80.00,96.00,480.00,320.00,nan,nan,1280.00,nan,629.33,11.12,0.00
Al `Amarah,Iraq,4.20,25.02,6.44,5.00,4.20,0.90,0.33,0.21,1.00,0.73,1.25,1.50,2.00,6.19,8.00,1.00,1.00,1.00,0.50,0.70,0.33,0.50,0.33,10.83,1.46,4.18,1.86,nan,nan,1.00,1.25,10.00,0.30,nan,20000.00,69.13,0.10,43.84,15.00,nan,8.37,89.82,1075.92,29.82,19.60,44.91,39.82,500.00,150.00,700.00,250.00,nan,nan,1000.00,nan,0.00
Choloma,Honduras,2.53,26.40,5.97,1.61,2.74,2.03,0.71,0.67,1.03,1.24,0.91,1.86,2.89,3.14,10.44,2.06,1.24,1.03,0.91,0.99,0.95,0.68,0.83,7.58,1.24,1.62,2.41,0.71,nan,2.50,1.65,2.06,1.15,15000.00,18104.35,45.00,0.17,74.47,nan,nan,3.30,33.00,4010.86,45.72,56.14,66.01,86.51,96.25,74.75,350.00,295.00,570.00,450.00,520.00,10.74,0.00
Kitwe,Zambia,2.94,nan,nan,0.88,1.47,1.47,0.59,0.41,0.88,1.18,3.68,1.86,nan,7.06,6.38,2.94,1.18,1.18,1.18,2.94,2.35,1.18,0.59,4.12,0.77,1.47,1.77,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Matsuyama,Japan,5.96,26.06,5.21,2.23,2.61,3.35,1.02,0.74,1.56,1.60,2.98,1.83,26.06,8.09,37.23,5.55,2.47,5.69,3.72,1.49,1.49,1.24,0.74,7.21,2.23,2.42,3.83,1.19,nan,4.39,2.08,25.13,1.08,22335.55,15634.89,151.77,0.27,40.45,55.84,nan,10.42,282.92,11167.78,47.65,42.81,44.67,37.23,640.29,nan,744.52,595.61,nan,nan,nan,1.25,0.00
Palm Bay,United States,18.50,50.00,12.00,nan,5.00,3.00,1.00,1.00,0.79,2.20,8.82,2.50,8.82,15.76,11.02,9.92,1.41,4.41,4.41,nan,2.20,1.00,4.00,8.00,nan,nan,5.99,1.00,nan,nan,nan,12.00,nan,60000.00,nan,214.92,nan,55.00,32.50,10.00,8.00,300.00,nan,40.00,35.00,80.00,90.00,1050.00,1000.00,1800.00,1450.00,12916.69,nan,nan,nan,0.00
Jhansi,India,3.07,9.83,6.14,2.21,nan,0.61,0.25,0.17,0.54,0.52,0.25,1.11,11.05,nan,nan,nan,nan,nan,nan,0.25,0.49,nan,0.37,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.22,nan,nan,nan,nan,nan,nan,nan,3.07,nan,2272.13,18.42,nan,27.63,43.81,49.13,36.85,73.69,55.27,nan,nan,nan,nan,0.00
Pingtung,Taiwan,3.27,19.64,3.93,1.31,1.31,1.31,0.65,0.49,3.44,2.95,2.95,1.18,nan,3.93,4.91,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.55,nan,nan,nan,nan,nan,nan,nan,nan,32.73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Lapu-Lapu City,Philippines,2.69,20.63,2.78,1.44,2.06,2.47,0.56,0.37,1.68,1.13,0.86,1.48,9.24,4.09,5.92,3.35,1.12,2.33,1.56,1.67,1.94,1.08,0.53,6.82,1.16,2.14,2.15,0.27,39.00,0.72,0.31,2.69,1.39,28187.87,16609.85,76.16,0.10,31.09,53.83,4.78,4.49,152.51,1794.20,38.13,23.10,66.64,61.52,287.09,204.63,638.30,502.11,1211.09,1031.67,311.00,10.25,0.00
Jammu,India,4.30,14.74,3.07,1.54,1.84,1.29,0.34,0.13,0.60,0.40,0.82,0.88,3.12,2.90,4.76,1.29,0.71,0.88,0.66,0.31,0.37,0.60,0.34,8.90,2.01,2.97,2.76,0.49,6.14,0.61,0.25,2.46,1.21,21493.08,31523.18,22.45,0.02,7.12,19.34,7.37,3.38,22.79,324.24,19.65,35.31,37.15,21.19,139.19,92.11,147.38,106.44,760.36,368.45,327.51,9.00,1.00
Ichikawa,Japan,5.58,29.78,5.40,2.61,2.61,2.61,0.84,0.65,1.23,1.12,2.08,1.69,7.45,2.61,13.77,4.47,0.74,2.98,3.54,2.23,1.86,1.12,0.89,7.45,1.64,2.23,4.47,5.21,74.45,4.99,nan,7.45,1.02,22335.55,22335.55,316.42,0.07,22.34,22.34,5.21,8.04,595.61,11614.49,29.78,29.53,48.39,63.28,nan,nan,1191.23,1042.33,nan,nan,1678.89,1.40,0.00
Imus,Philippines,5.38,35.88,3.59,1.70,3.59,2.33,0.83,0.47,1.71,1.30,1.15,1.36,9.63,3.68,7.00,3.48,2.00,2.76,2.17,2.76,1.79,2.44,0.27,15.25,0.63,1.08,1.53,nan,nan,0.72,0.40,3.59,1.31,43060.92,23324.66,119.68,0.12,30.48,nan,nan,6.28,263.15,9569.09,22.42,19.24,79.24,103.17,nan,nan,nan,nan,nan,nan,nan,5.33,0.00
Niteroi,Brazil,5.56,28.70,5.75,0.96,2.11,1.64,1.01,0.55,1.01,1.42,1.26,1.73,7.66,3.83,8.00,1.56,1.10,0.91,1.72,0.78,1.21,0.53,0.75,7.66,1.31,1.88,1.76,0.79,52.30,1.51,0.81,9.48,1.32,19158.33,22320.57,66.00,nan,16.48,24.81,20.12,7.66,270.62,6993.14,42.63,60.78,66.48,63.70,263.44,167.64,541.25,395.16,1609.38,1018.64,661.00,11.17,1.00
Worcester,United States,30.50,67.50,10.00,5.00,6.00,3.60,2.33,1.90,1.06,3.30,3.60,3.59,11.80,nan,13.23,3.81,1.30,5.70,5.05,1.93,2.76,1.76,1.02,12.00,1.79,2.50,11.00,nan,57.00,3.00,1.55,28.00,1.16,28492.00,25464.50,233.15,0.02,64.50,24.99,26.00,12.00,2250.00,30000.00,34.80,48.00,77.50,106.67,1375.00,1216.67,1950.00,1775.00,2152.78,2475.70,3089.00,4.70,0.00
Kirov,Russia,12.80,24.00,3.89,1.60,2.24,1.76,0.94,0.40,0.91,0.66,1.68,1.41,9.60,4.28,10.40,1.68,1.23,1.60,1.36,0.52,0.61,1.60,0.60,8.00,0.88,1.30,3.08,0.48,32.00,1.04,0.32,6.24,0.82,50400.01,33600.01,95.24,0.03,8.00,21.65,12.27,4.80,204.44,3936.00,144.00,52.00,144.00,200.00,240.00,141.33,640.00,400.00,1520.00,880.00,453.33,10.50,0.00
Sukkur,Pakistan,1.12,15.65,4.02,1.79,3.58,0.76,0.28,0.22,0.45,0.28,0.57,1.02,6.63,2.01,3.16,0.77,0.31,0.80,0.68,0.21,0.40,0.45,0.30,1.54,1.57,2.12,1.12,0.22,nan,0.45,0.18,1.30,0.71,8940.55,11175.68,22.35,0.02,6.71,6.71,nan,2.24,10.73,321.86,4.47,5.36,17.88,7.60,nan,nan,nan,nan,nan,nan,100.58,14.00,0.00
Oujda-Angad,Morocco,2.60,16.06,5.19,2.08,1.79,1.28,0.43,0.26,0.68,0.50,1.48,1.17,9.44,3.80,7.56,1.32,1.25,0.54,0.57,0.44,0.52,0.66,0.54,7.08,2.11,2.58,3.59,0.33,18.89,0.26,0.47,2.27,1.14,26445.03,18983.76,51.95,0.13,43.40,22.04,31.88,5.67,53.52,2313.94,19.52,31.88,76.74,46.28,156.78,110.97,290.90,181.81,968.08,543.07,298.69,4.75,1.00
Mykolaiv,Ukraine,3.40,17.68,2.99,0.54,1.36,0.77,0.47,0.31,0.74,0.38,0.96,1.09,5.80,3.25,4.76,0.48,0.82,1.25,0.96,0.30,0.39,0.66,0.36,2.72,0.61,0.91,1.85,0.19,8.16,0.82,0.20,3.26,0.84,15440.95,14089.95,87.18,0.02,3.33,13.26,6.39,2.99,140.42,2692.44,51.67,23.56,63.17,60.00,180.32,116.94,339.24,256.60,606.74,448.74,362.62,12.00,0.00
Chimbote,Peru,2.61,22.19,7.81,2.61,4.70,3.79,0.65,0.44,0.91,0.60,0.81,2.43,2.87,2.28,6.13,1.17,1.04,1.04,0.78,0.59,0.72,0.33,0.52,5.61,1.20,1.83,4.70,nan,nan,1.31,1.31,3.92,0.90,nan,nan,26.63,nan,39.16,nan,nan,3.92,71.79,1879.65,40.81,27.41,67.79,66.14,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Johor Bahru,Malaysia,2.17,21.65,3.42,3.42,4.56,2.60,0.66,0.34,1.58,0.70,0.68,1.39,13.20,5.12,8.03,2.59,1.15,2.53,1.00,0.74,1.06,1.14,0.52,15.95,3.32,3.30,4.10,0.54,18.23,0.68,0.49,3.76,0.47,30769.23,27250.36,45.73,0.05,34.57,26.38,4.46,3.53,190.42,5362.51,60.97,35.82,60.34,61.37,287.18,191.45,427.35,296.30,1517.71,791.46,746.39,4.22,1.00
Celaya,Mexico,5.16,23.21,6.19,1.80,3.09,3.17,0.81,0.68,1.15,1.91,1.60,1.71,5.29,5.90,7.22,2.27,0.93,0.90,0.90,1.03,1.03,0.70,0.72,7.74,1.50,1.80,3.09,0.52,20.63,1.42,0.26,5.16,1.11,18306.99,18564.84,55.44,0.05,30.94,34.81,10.31,4.13,151.27,3300.42,40.40,46.41,97.98,63.60,154.71,103.14,386.77,257.84,1160.30,489.91,379.75,11.00,0.00
Duisburg,Germany,10.54,47.42,9.48,4.06,4.21,3.06,2.85,2.56,1.06,1.13,2.02,2.72,10.74,6.00,9.47,2.45,1.67,2.10,1.28,1.04,0.97,0.98,0.33,5.79,0.58,1.42,7.38,3.06,89.57,4.90,2.11,31.61,2.26,26343.63,20021.16,386.53,0.12,32.03,21.04,27.40,10.54,252.90,8956.83,78.68,36.85,79.03,101.86,435.55,463.65,913.25,562.00,3161.24,2634.36,2123.30,1.38,0.00
Matsudo,Japan,5.58,27.92,5.21,2.61,2.61,2.23,0.84,0.65,1.36,1.45,4.44,1.69,26.06,5.73,13.77,4.47,1.49,4.09,3.54,3.16,3.16,1.12,0.67,5.21,1.64,2.23,3.72,1.33,111.68,3.35,nan,nan,1.23,nan,nan,245.23,0.30,26.06,67.01,22.34,13.40,372.26,8934.22,33.50,29.53,48.39,63.28,521.16,372.26,763.13,521.16,3722.59,2233.56,2345.23,2.02,0.00
Kota Bharu,Malaysia,2.39,9.12,3.42,3.42,3.42,2.43,0.61,0.40,1.29,0.65,0.80,1.22,10.94,2.51,6.76,1.37,1.04,1.25,0.85,0.57,0.89,0.78,0.42,13.68,1.37,2.36,2.92,0.46,0.00,0.80,0.91,3.42,0.48,23931.62,25830.96,46.35,0.05,27.92,28.49,0.91,3.08,56.98,3988.60,58.50,18.23,65.53,53.14,227.92,159.54,683.76,341.88,828.19,569.80,307.69,4.27,0.00
Vinh,Vietnam,1.22,25.50,nan,0.82,1.63,3.83,0.61,0.41,1.22,0.49,1.71,1.22,30.60,3.26,nan,6.73,1.63,nan,1.80,1.18,0.82,nan,2.04,18.36,nan,3.26,1.22,nan,nan,0.63,0.41,nan,0.86,nan,nan,41.65,0.20,14.28,40.80,nan,2.65,407.96,24872.29,20.40,27.20,106.09,81.59,163.18,nan,326.36,nan,nan,nan,nan,nan,0.00
